iter	RMSE
171	0.1913603753
172	0.191150322
173	0.1902379407
174	0.1897474107
175	0.1895993325
176	0.1889803965
177	0.1885713205
178	0.1880449937
179	0.1875594498
180	0.1873067326
181	0.187142415
182	0.1871416751
183	0.1868469644
184	0.1865433079
185	0.1862006867
186	0.1860001481
187	0.185355726
188	0.1853527347
189	0.1847435914
190	0.1844100997
191	0.1837015863
192	0.1836557489
193	0.1836536227
194	0.1836529797
195	0.1836395347
196	0.183630409
197	0.1833759512
198	0.1832378085
199	0.1832362728
200	0.1832337728
201	0.1831952588
202	0.1831952588
203	0.1831431307
204	0.1831332141
205	0.1828127975
206	0.1826561333
207	0.1822845913
208	0.1821489308
209	0.1820614688
210	0.1815898854
211	0.1815858011
212	0.1811858572
213	0.1811858572
214	0.1808221085
215	0.1803362846
216	0.1798446003
217	0.1798446003
218	0.1795156837
219	0.1795156837
220	0.1789445142
221	0.1785930691
222	0.1783568965
223	0.1783541165
224	0.1783175551
225	0.1777931221
226	0.1777610921
227	0.1775210185
228	0.1770560047
229	0.1767438283
230	0.1759159923
231	0.1756714627
232	0.175658948
233	0.1756374169
234	0.1756334811
235	0.1755792692
236	0.1753020196
237	0.1749643893
238	0.1749643892
239	0.1748693638
240	0.1745529373
241	0.1739407967
242	0.1736180827
243	0.1736114973
244	0.1731321247
245	0.1724770005
246	0.1721957923
247	0.171815759
248	0.1712301168
249	0.1708599509
250	0.1704990782
251	0.1697081635
252	0.1695929499
253	0.1695878297
254	0.1695878296
255	0.1695422588
256	0.1690306164
257	0.1690279646
258	0.1690229792
259	0.1687850706
260	0.168732608
261	0.1686373447
262	0.1683255688
263	0.1683232238
264	0.1678562403
265	0.1676185409
266	0.1676150325
267	0.1675107397
268	0.1674292592
269	0.1670893318
270	0.1670893318
271	0.1668494886
272	0.1661229762
273	0.1657707115
274	0.1655017025
275	0.1655017025
276	0.1651389057
277	0.1651342032
278	0.1646811653
279	0.1643502442
280	0.1642214522
281	0.1639856804
282	0.1639529679
283	0.163945647
284	0.1639333482
285	0.1636547157
286	0.163506741
287	0.1630317255
288	0.1629536931
289	0.1625574591
290	0.1623844084
291	0.1620634984
292	0.1619108826
293	0.1613390776
294	0.1613355886
295	0.1613355885
296	0.1612991954
297	0.1609153392
298	0.1607285603
299	0.1602989665
300	0.1599602748
301	0.1596144659
302	0.1592879174
303	0.1591984509
304	0.1591968172
305	0.1591386166
306	0.1591386166
307	0.158801937
308	0.1588012549
309	0.1585196751
310	0.1585196751
311	0.1583612052
312	0.1580434632
313	0.1579359549
314	0.1576381006
315	0.1574216382
316	0.1574075671
317	0.157353051
318	0.157353051
319	0.1570650863
320	0.1567769837
321	0.1564952064
322	0.1563830124
323	0.1563649925
324	0.1560992059
325	0.1556915496
326	0.1556656974
327	0.1553247299
328	0.1551942031
329	0.1549525624
330	0.1547546962
331	0.1547362447
332	0.1546752887
333	0.1543128357
334	0.1540340228
335	0.1540135797
336	0.1540135797
337	0.1540080605
338	0.1534729537
339	0.153468519
340	0.1534685189
341	0.1534685189
342	0.1531064559
343	0.1531064559
344	0.1528349998
345	0.152569173
346	0.1525462831
347	0.1525462831
348	0.1522739929
349	0.1519897922
350	0.1516321245
351	0.1516321245
352	0.1516306663
353	0.1513082762
354	0.1512456534
355	0.1512422023
356	0.1512391861
357	0.1512391861
358	0.1512343408
359	0.1508528101
360	0.1506363372
361	0.1505502882
362	0.1503033933
363	0.1501049847
364	0.1500969269
365	0.1498442832
366	0.1497399322
367	0.149615858
368	0.1495213004
369	0.14948038
370	0.1491968828
371	0.1491820492
372	0.1491330828
373	0.1491043452
374	0.1491034575
375	0.1490692888
376	0.1490637031
377	0.1490475849
378	0.1490428964
379	0.1490420387
380	0.1490356142
381	0.1487887786
382	0.1487887786
383	0.148470172
384	0.1482133284
385	0.1478586208
386	0.1478412835
387	0.1478287143
388	0.1473937865
389	0.1472295819
390	0.1471043494
391	0.1469799778
392	0.1468281081
393	0.1463795858
394	0.1462242417
395	0.1460272484
396	0.1457585287
397	0.1457585287
398	0.1454637088
399	0.1451502365
400	0.144887478
401	0.1448866186
402	0.1448866186
403	0.1448734463
404	0.1448734125
405	0.1445776714
406	0.1444273961
407	0.1443374586
408	0.1440834411
409	0.1435935795
410	0.1435905706
411	0.1434595944
412	0.1433510726
413	0.1431823336
414	0.1431820798
415	0.143174345
416	0.1431481126
417	0.1431481126
418	0.14313334
419	0.14313334
420	0.1431320432
421	0.1429130574
422	0.1427040793
423	0.1427040793
424	0.1426979931
425	0.1424735479
426	0.1424576168
427	0.1424352644
428	0.1423400353
429	0.1422404046
430	0.1419914564
431	0.1419669898
432	0.1417084713
433	0.1414734029
434	0.1412325409
435	0.1412325408
436	0.1411160442
437	0.1409571253
438	0.1409571252
439	0.1409571252
440	0.140954798
441	0.1406885281
442	0.1406667465
443	0.1406398484
444	0.1406398484
445	0.1404792599
446	0.140195835
447	0.140185803
448	0.1401835084
449	0.1397348345
450	0.1397348345
451	0.1394274288
452	0.1393932298
453	0.1393932298
454	0.1393932298
455	0.1392200966
456	0.1391149287
457	0.1388551052
458	0.1388392603
459	0.1388242479
460	0.1387611363
461	0.1387584328
462	0.1385472727
463	0.1381161557
464	0.13787412
465	0.1378726964
466	0.1377995122
467	0.1377979776
468	0.1377922454
469	0.1374075152
470	0.1370565937
471	0.1369261958
472	0.1369161297
473	0.1369056354
474	0.1368936559
475	0.1368852261
476	0.1368643455
477	0.1366185798
478	0.1363660198
479	0.1361773759
480	0.1360066919
481	0.1360066919
482	0.1358822618
483	0.1357489976
484	0.1357481144
485	0.1354662177
486	0.1351477566
487	0.1351326049
488	0.1350554232
489	0.1350474611
490	0.1349431461
491	0.134942301
492	0.1348131583
493	0.1346971522
494	0.1345331421
495	0.1344899156
496	0.134313725
497	0.1340675971
498	0.1340457263
499	0.1340126602
500	0.1338484677
501	0.1335311085
502	0.1335311085
503	0.1333449061
504	0.1332571331
505	0.1331472462
506	0.1331138962
507	0.1330082756
508	0.1327960352
509	0.1327960351
510	0.1326980784
511	0.132671983
512	0.1324729837
513	0.132220065
514	0.1322200649
515	0.1321466624
516	0.1317651107
517	0.1317621977
518	0.1315737964
519	0.1315274443
520	0.1315270142
521	0.1313938514
522	0.1313631329
523	0.1312615236
524	0.131143436
525	0.1310815506
526	0.1307831509
527	0.1307161886
528	0.1307160203
529	0.1305602083
530	0.130497912
531	0.1304523073
532	0.130446226
533	0.130446226
534	0.1304314129
535	0.1302385047
536	0.1302385047
537	0.1300045097
538	0.1300033039
539	0.1297832955
540	0.1297832955
541	0.1297766547
542	0.1297608244
543	0.1297051701
544	0.129594852
545	0.1295029196
546	0.1295013306
547	0.1293555481
548	0.1292316816
549	0.1290688723
550	0.1290623574
551	0.1290538446
552	0.1286747314
553	0.1286739327
554	0.1286479634
555	0.1286479634
556	0.1286371115
557	0.1286365801
558	0.1286303268
559	0.1284895239
560	0.1284895239
561	0.1282306938
562	0.1281676044
563	0.128166636
564	0.1281077649
565	0.1279538182
566	0.1277347282
567	0.1277247399
568	0.1277106
569	0.1275643706
570	0.1275643706
571	0.1274365398
572	0.1272243426
573	0.1269561669
574	0.1267927861
575	0.1265816067
576	0.1263042621
577	0.1259690374
578	0.1257514458
579	0.1255199126
580	0.1255138697
581	0.1255136821
582	0.125381223
583	0.1250868845
584	0.1249973594
585	0.1249973594
586	0.1249482347
587	0.1247351522
588	0.1245862703
589	0.1243310853
590	0.1242082817
591	0.1239559774
592	0.1237885993
593	0.1235834433
594	0.1235822436
595	0.1234940038
596	0.1233267814
597	0.1232345494
598	0.1231811812
599	0.1229647576
600	0.1228952811
601	0.1227790637
602	0.1226999138
603	0.1226986918
604	0.1226568558
605	0.1225086187
606	0.1225086187
607	0.1225086187
608	0.1225055356
609	0.1223897848
610	0.1222621757
611	0.1222621348
612	0.1222353931
613	0.1221979661
614	0.121979804
615	0.1219760532
616	0.1218344972
617	0.1218341815
618	0.1218157338
619	0.1216251259
620	0.1214797681
621	0.1214735331
622	0.1213245864
623	0.1213200874
624	0.1213113995
625	0.1213050911
626	0.1211726559
627	0.1210775501
628	0.1209789504
629	0.120768483
630	0.1206953094
631	0.1205705116
632	0.1205705116
633	0.1203554157
634	0.1203400324
635	0.1201572137
636	0.1200708108
637	0.1200176282
638	0.1200176282
639	0.119668439
640	0.1195580294
641	0.1195578137
642	0.1192431235
643	0.1191968943
644	0.1191090434
645	0.1189182032
646	0.1186913545
647	0.1184882625
648	0.1183456893
649	0.1183456893
650	0.1181068547
651	0.1180217337
652	0.1179936241
653	0.1178224842
654	0.1178224842
655	0.1176391298
656	0.1174749474
657	0.1173852583
658	0.1173852583
659	0.1173775056
660	0.1172713522
661	0.1171752827
662	0.1169846083
663	0.1168809213
664	0.1166680666
665	0.1165702574
666	0.1163029482
667	0.1161726745
668	0.1159084225
669	0.1158269789
670	0.1158047078
671	0.1158026521
672	0.1157970078
673	0.1157153494
674	0.1155213653
675	0.1154369766
676	0.1152019359
677	0.1150660143
678	0.1150384414
679	0.1149628885
680	0.1149356688
681	0.114935586
682	0.114798299
683	0.1147972923
684	0.1147844246
685	0.1146666771
686	0.1146339063
687	0.1144494673
688	0.1143764157
689	0.114325638
690	0.1140634066
691	0.1138864807
692	0.1138309464
693	0.1136601045
694	0.1135682187
695	0.1134693532
696	0.1134663827
697	0.1133241266
698	0.1131377022
699	0.1130137655
700	0.1130088953
701	0.1128727682
702	0.1128727682
703	0.1127835723
704	0.1126741789
705	0.1125381112
706	0.1124466392
707	0.1124375403
708	0.1123416386
709	0.1123416386
710	0.1121438757
711	0.1118655433
712	0.1117776134
713	0.1117560459
714	0.1115490437
715	0.1115487952
716	0.1114243178
717	0.1113364209
718	0.1111630468
719	0.1110105577
720	0.1108080154
721	0.1108071911
722	0.1108040586
723	0.1107538783
724	0.1106939875
725	0.1105941998
726	0.1105207686
727	0.1105150363
728	0.1105060177
729	0.1104927994
730	0.1103927619
731	0.1103927619
732	0.1102801726
733	0.1102021764
734	0.1102021764
735	0.1101988107
736	0.1101844005
737	0.1101844005
738	0.1101176268
739	0.1101082133
740	0.1101082133
741	0.1101046369
742	0.1101035449
743	0.1099107914
744	0.1098895334
745	0.109888356
746	0.1097467103
747	0.1096125589
748	0.1094751951
749	0.10947155
750	0.1094674085
751	0.1093244069
752	0.1093240183
753	0.1092304862
754	0.1091262732
755	0.1089499505
756	0.1089499505
757	0.1089499505
758	0.1089405063
759	0.1089257389
760	0.1088795641
761	0.1088795641
762	0.1087179465
763	0.1086202333
764	0.1085725647
765	0.1085617157
766	0.1085599299
767	0.1083441071
768	0.108223294
769	0.1081595994
770	0.1080183473
771	0.1079163314
772	0.1077996258
773	0.1077996255
774	0.107733423
775	0.107597532
776	0.107597444
777	0.1074897003
778	0.1074888786
779	0.1074264661
780	0.1073304373
781	0.1070892014
782	0.1070851593
783	0.1069893816
784	0.1068988438
785	0.1067206997
786	0.1066435401
787	0.1064659868
788	0.1064643676
789	0.1064639767
790	0.1064639767
791	0.1063940112
792	0.1061975825
793	0.1060982305
794	0.1059710874
795	0.1059279903
796	0.1059279903
797	0.1059223727
798	0.1058247335
799	0.105758794
800	0.1056389337
801	0.1056389336
802	0.1055256555
803	0.1054157531
804	0.105317994
805	0.1053139064
806	0.105313518
807	0.1052361864
808	0.1050991844
809	0.1050065211
810	0.1049011872
811	0.1047898902
812	0.1046711092
813	0.1046689729
814	0.1046353052
815	0.1045814225
816	0.1045314898
817	0.1043744611
818	0.1043724811
819	0.1043364451
820	0.1042809235
821	0.1042433922
822	0.1041892999
823	0.1040427598
824	0.1039422694
825	0.1039260291
826	0.1038671252
827	0.1038671252
828	0.1036898828
829	0.1036882445
830	0.1035977944
831	0.1034959518
832	0.1034958864
833	0.1033871023
834	0.1032518477
835	0.1031931818
836	0.1031921648
837	0.1031921207
838	0.1031063815
839	0.1030921846
840	0.1029992804
841	0.1029720909
842	0.1028990064
843	0.1028957314
844	0.1028224414
845	0.1028224414
846	0.1027028285
847	0.1026041967
848	0.1026041967
849	0.102601206
850	0.1025997128
851	0.1025708026
852	0.1025390226
853	0.1025390226
854	0.1024703417
855	0.1023901013
856	0.1022923161
857	0.1022920957
858	0.1022920957
859	0.1022531116
860	0.1020427935
861	0.1019055102
862	0.1017847284
863	0.1017847284
864	0.1017278025
865	0.1015875888
866	0.1014610242
867	0.1014542139
868	0.1014522295
869	0.1013320136
870	0.1013226004
871	0.1013222848
872	0.1012784629
873	0.1011549233
874	0.1011414199
875	0.1011372475
876	0.1011232426
877	0.1009593236
878	0.1009590776
879	0.1009345617
